sys_created_on,opened_at,closed_at,Assigned to,assignment_group,business_duration,Closed_by,number,Opened_by,Request,state,sys_updated_on,approval,Working_Turn_Around_Days
11/07/2023,11/07/2023,11/07/2023,HR Officer #5,OH&S Team,4.533333333,HR Officer #5,SubTask_0236599,,SR_Req_0987328,Closed Complete,11/07/2023,Approved,1
11/07/2023,11/07/2023,12/07/2023,Procurement Specialist #4,Procurement Operations Team,13.05,Procurement Specialist #4,SubTask_0236598,,SR_Req_0987328,Closed Complete,12/07/2023,Not Yet Requested,2
11/07/2023,11/07/2023,12/07/2023,Procurement Specialist #4,Procurement Operations Team,11.46666667,Procurement Specialist #4,SubTask_0236645,,SR_Req_0987645,Closed Complete,12/07/2023,Not Yet Requested,2
11/07/2023,11/07/2023,13/07/2023,Category Manager #5,Category Management Team,15.63333333,Category Manager #2,SubTask_0236654,Procurement Specialist #4,SR_Req_0987025,Closed Complete,13/07/2023,Not Yet Requested,3
11/07/2023,11/07/2023,19/07/2023,HR Officer #5,OH&S Team,56.15,Procurement Specialist #4,SubTask_0236668,,SR_Req_0987816,Closed Complete,19/07/2023,Rejected,7
12/07/2023,12/07/2023,14/07/2023,Procurement Specialist #5,Procurement Operations Team,18.73333333,Procurement Specialist #5,SubTask_0236717,,SR_Req_0988039,Closed Complete,14/07/2023,Not Yet Requested,3
12/07/2023,12/07/2023,17/07/2023,Procurement Specialist #3,Procurement Operations Team,3.916666667,Procurement Specialist #3,SubTask_0236789,,SR_Req_0988357,Closed Complete,17/07/2023,Rejected,4
12/07/2023,12/07/2023,31/07/2023,Category Manager #1,Category Management Team,128.3166667,Procurement Specialist #5,SubTask_0236813,Procurement Specialist #5,SR_Req_0984804,Closed Complete,31/07/2023,Not Yet Requested,14
12/07/2023,12/07/2023,13/07/2023,Procurement Specialist #5,Procurement Operations Team,9.35,Procurement Specialist #5,SubTask_0236830,,SR_Req_0988519,Closed Complete,13/07/2023,Not Yet Requested,2
13/07/2023,13/07/2023,13/07/2023,Category Manager #3,Category Management Team,4.366666667,Category Manager #3,SubTask_0236879,Procurement Specialist #5,SR_Req_0988039,Closed Complete,13/07/2023,Not Yet Requested,1
13/07/2023,13/07/2023,18/07/2023,Procurement Specialist #4,Procurement Operations Team,0.916666667,Procurement Specialist #4,SubTask_0236949,,SR_Req_0989261,Closed Complete,18/07/2023,Not Yet Requested,4
13/07/2023,13/07/2023,18/07/2023,HR Officer #5,OH&S Team,0.05,Procurement Specialist #4,SubTask_0236950,,SR_Req_0989261,Closed Complete,18/07/2023,Rejected,4
14/07/2023,14/07/2023,14/07/2023,Procurement Specialist #4,Procurement Operations Team,8.783333333,Procurement Specialist #4,SubTask_0236979,,SR_Req_0989379,Closed Complete,14/07/2023,Not Yet Requested,1
14/07/2023,14/07/2023,20/07/2023,HR Officer #6,OH&S Team,19.68333333,Procurement Specialist #4,SubTask_0236980,,SR_Req_0989379,Closed Complete,20/07/2023,Approved,5
14/07/2023,14/07/2023,21/07/2023,Procurement Specialist #4,Procurement Operations Team,56.83333333,Procurement Specialist #4,SubTask_0237003,,SR_Req_0989443,Closed Complete,21/07/2023,Not Yet Requested,6
14/07/2023,14/07/2023,14/07/2023,Procurement Specialist #4,Procurement Operations Team,3.566666667,Procurement Specialist #4,SubTask_0237066,,SR_Req_0989500,Closed Complete,14/07/2023,Not Yet Requested,1
14/07/2023,14/07/2023,14/07/2023,Procurement Specialist #4,Procurement Operations Team,3,Procurement Specialist #4,SubTask_0237097,,SR_Req_0989518,Closed Complete,14/07/2023,Not Yet Requested,1
14/07/2023,14/07/2023,18/07/2023,Procurement Specialist #5,Procurement Operations Team,16.78333333,Procurement Specialist #5,SubTask_0237124,,SR_Req_0989624,Closed Complete,18/07/2023,Not Yet Requested,3
14/07/2023,14/07/2023,18/07/2023,Procurement Specialist #5,Procurement Operations Team,19.41666667,Procurement Specialist #5,SubTask_0237157,,SR_Req_0989690,Closed Complete,18/07/2023,Not Yet Requested,3
14/07/2023,14/07/2023,17/07/2023,Category Manager #3,Category Management Team,5.383333333,Category Manager #3,SubTask_0237212,Procurement Specialist #4,SR_Req_0989379,Closed Complete,17/07/2023,Not Yet Requested,2
14/07/2023,14/07/2023,1/08/2023,Procurement Specialist #4,Procurement Operations Team,119.9333333,Procurement Specialist #4,SubTask_0237215,,SR_Req_0989948,Closed Complete,1/08/2023,Not Yet Requested,13
17/07/2023,17/07/2023,17/07/2023,HR Officer #5,OH&S Team,6.616666667,Procurement Specialist #5,SubTask_0237234,,SR_Req_0990104,Closed Complete,17/07/2023,Approved,1
17/07/2023,17/07/2023,17/07/2023,Procurement Specialist #4,Procurement Operations Team,0.066666667,Procurement Specialist #4,SubTask_0237267,,SR_Req_0990175,Closed Complete,17/07/2023,Not Yet Requested,1
17/07/2023,17/07/2023,17/07/2023,Category Manager #6,Category Management Team,0.4,Category Manager #6,SubTask_0237339,Procurement Specialist #4,SR_Req_0989261,Closed Complete,17/07/2023,Not Yet Requested,1
18/07/2023,18/07/2023,18/07/2023,Procurement Specialist #4,Procurement Operations Team,6.8,Procurement Specialist #4,SubTask_0237401,,SR_Req_0991047,Closed Complete,18/07/2023,Not Yet Requested,1
18/07/2023,18/07/2023,27/07/2023,Category Manager #2,Category Management Team,75.36666667,Procurement Specialist #5,SubTask_0237427,Procurement Specialist #5,SR_Req_0989690,Closed Complete,27/07/2023,Not Yet Requested,8
18/07/2023,18/07/2023,18/07/2023,Procurement Specialist #4,Procurement Operations Team,4.283333333,Procurement Specialist #4,SubTask_0237444,,SR_Req_0991307,Closed Complete,18/07/2023,Not Yet Requested,1
18/07/2023,18/07/2023,19/07/2023,Category Manager #3,Category Management Team,5.216666667,Category Manager #3,SubTask_0237509,Procurement Specialist #4,SR_Req_0991307,Closed Complete,19/07/2023,Not Yet Requested,2
18/07/2023,18/07/2023,21/07/2023,Procurement Specialist #3,Procurement Operations Team,22.65,Procurement Specialist #3,SubTask_0237529,,SR_Req_0991810,Closed Complete,21/07/2023,Not Yet Requested,4
18/07/2023,18/07/2023,1/08/2023,Procurement Specialist #3,Procurement Operations Team,96.28333333,Procurement Specialist #3,SubTask_0237533,,SR_Req_0991843,Closed Complete,1/08/2023,Not Yet Requested,11
18/07/2023,18/07/2023,19/07/2023,HR Officer #5,OH&S Team,3.95,HR Officer #5,SubTask_0237534,,SR_Req_0991860,Closed Complete,19/07/2023,Approved,2
19/07/2023,19/07/2023,24/07/2023,Procurement Specialist #5,Procurement Operations Team,6.983333333,Procurement Specialist #5,SubTask_0237559,,SR_Req_0992032,Closed Complete,24/07/2023,Not Yet Requested,4
19/07/2023,19/07/2023,3/08/2023,HR Officer #5,OH&S Team,109.9,Procurement Specialist #4,SubTask_0237618,,SR_Req_0992474,Closed Complete,3/08/2023,Rejected,12
19/07/2023,19/07/2023,3/08/2023,Category Manager #3,Category Management Team,108.05,Category Manager #3,SubTask_0237626,Procurement Specialist #4,SR_Req_0992474,Closed Complete,3/08/2023,Not Yet Requested,12
19/07/2023,19/07/2023,24/07/2023,HR Officer #5,OH&S Team,23,Procurement Specialist #4,SubTask_0237639,,SR_Req_0992505,Closed Complete,24/07/2023,Rejected,4
19/07/2023,19/07/2023,4/08/2023,Procurement Specialist #5,Procurement Operations Team,111.35,Procurement Specialist #5,SubTask_0237646,,SR_Req_0993088,Closed Complete,4/08/2023,Not Yet Requested,13
20/07/2023,20/07/2023,4/08/2023,Procurement Specialist #5,Procurement Operations Team,112.35,Procurement Specialist #5,SubTask_0237648,,SR_Req_0993106,Closed Complete,4/08/2023,Not Yet Requested,12
20/07/2023,20/07/2023,10/08/2023,Procurement Specialist #5,Procurement Operations Team,144.9666667,Procurement Specialist #5,SubTask_0237795,Procurement Specialist #5,SR_Req_0993088,Closed Complete,10/08/2023,Not Yet Requested,16
20/07/2023,20/07/2023,6/05/2024,HR Officer #7,OH&S Team,1997.033333,HR Officer #7,SubTask_0237826,,SR_Req_0994418,Closed Complete,6/05/2024,Rejected,202
21/07/2023,21/07/2023,21/07/2023,Procurement Specialist #4,Procurement Operations Team,4.866666667,Procurement Specialist #4,SubTask_0237879,,SR_Req_0994684,Closed Complete,21/07/2023,Not Yet Requested,1
21/07/2023,21/07/2023,21/07/2023,Procurement Specialist #4,Procurement Operations Team,0.05,Procurement Specialist #4,SubTask_0237917,,SR_Req_0994988,Closed Complete,21/07/2023,Not Yet Requested,1
24/07/2023,24/07/2023,1/08/2023,Category Manager #3,Category Management Team,67.43333333,Category Manager #3,SubTask_0237955,Procurement Specialist #5,SR_Req_0993106,Closed Complete,1/08/2023,Not Yet Requested,7
24/07/2023,24/07/2023,25/07/2023,Procurement Specialist #5,Procurement Operations Team,8.65,Procurement Specialist #5,SubTask_0237974,,SR_Req_0996365,Closed Complete,25/07/2023,Not Yet Requested,2
24/07/2023,24/07/2023,24/07/2023,Category Manager #3,Category Management Team,4.85,Category Manager #3,SubTask_0238012,Procurement Specialist #5,SR_Req_0996365,Closed Complete,24/07/2023,Not Yet Requested,1
24/07/2023,24/07/2023,28/07/2023,Procurement Specialist #4,Procurement Operations Team,20.41666667,Procurement Specialist #4,SubTask_0238045,,SR_Req_0996597,Closed Complete,28/07/2023,Not Yet Requested,5
25/07/2023,25/07/2023,26/07/2023,Procurement Specialist #3,Procurement Operations Team,5.983333333,Procurement Specialist #3,SubTask_0238260,,SR_Req_0997524,Closed Complete,26/07/2023,Not Yet Requested,2
25/07/2023,25/07/2023,7/08/2023,HR Officer #6,OH&S Team,82.56666667,Procurement Specialist #4,SubTask_0238319,,SR_Req_0997737,Closed Complete,7/08/2023,Rejected,10
26/07/2023,26/07/2023,1/08/2023,Procurement Specialist #3,Procurement Operations Team,16.78333333,Procurement Specialist #3,SubTask_0238411,,SR_Req_0998189,Closed Complete,1/08/2023,Not Yet Requested,5
26/07/2023,26/07/2023,27/07/2023,Procurement Specialist #4,Procurement Operations Team,6.316666667,Category Manager #5,SubTask_0238429,Procurement Specialist #4,SR_Req_0993099,Closed Complete,27/07/2023,Not Yet Requested,2
26/07/2023,26/07/2023,4/08/2023,Procurement Specialist #5,Procurement Operations Team,61.43333333,Procurement Specialist #5,SubTask_0238453,,SR_Req_0998508,Closed Complete,4/08/2023,Not Yet Requested,8
26/07/2023,26/07/2023,31/07/2023,Procurement Specialist #4,Procurement Operations Team,5.6,Procurement Specialist #4,SubTask_0238456,,SR_Req_0998542,Closed Complete,31/07/2023,Not Yet Requested,4
27/07/2023,27/07/2023,3/08/2023,Procurement Specialist #5,Procurement Operations Team,54.06666667,Procurement Specialist #5,SubTask_0238471,,SR_Req_0998645,Closed Complete,3/08/2023,Not Yet Requested,6
27/07/2023,27/07/2023,1/08/2023,Category Manager #3,Category Management Team,0.783333333,Category Manager #3,SubTask_0238548,Procurement Specialist #5,SR_Req_0998508,Closed Complete,1/08/2023,Not Yet Requested,4
28/07/2023,28/07/2023,28/07/2023,Procurement Specialist #5,Procurement Operations Team,6.133333333,Procurement Specialist #5,SubTask_0238568,,SR_Req_0999311,Closed Complete,28/07/2023,Not Yet Requested,1
28/07/2023,28/07/2023,1/08/2023,Procurement Specialist #5,Procurement Operations Team,0.766666667,Procurement Specialist #5,SubTask_0238591,,SR_Req_0999447,Closed Complete,1/08/2023,Not Yet Requested,3
28/07/2023,28/07/2023,28/07/2023,Procurement Specialist #5,Procurement Operations Team,2.416666667,Procurement Specialist #5,SubTask_0238595,,SR_Req_0999518,Closed Complete,28/07/2023,Not Yet Requested,1
28/07/2023,28/07/2023,4/08/2023,Procurement Specialist #4,Procurement Operations Team,52.61666667,Procurement Specialist #4,SubTask_0238598,,SR_Req_0999567,Closed Complete,4/08/2023,Not Yet Requested,6
28/07/2023,28/07/2023,4/08/2023,Procurement Specialist #5,Procurement Operations Team,23.26666667,Procurement Specialist #5,SubTask_0238602,,SR_Req_0999608,Closed Complete,4/08/2023,Not Yet Requested,6
28/07/2023,28/07/2023,8/08/2023,Category Manager #3,Category Management Team,67.21666667,Category Manager #3,SubTask_0238657,Procurement Specialist #4,SR_Req_0999528,Closed Complete,8/08/2023,Not Yet Requested,8
29/07/2023,29/07/2023,17/08/2023,Procurement Specialist #3,Procurement Operations Team,138.65,Procurement Specialist #3,SubTask_0238669,,SR_Req_0999909,Closed Complete,17/08/2023,Not Yet Requested,14
31/07/2023,31/07/2023,31/07/2023,Procurement Specialist #4,Procurement Operations Team,9.433333333,Procurement Specialist #4,SubTask_0238672,,SR_Req_0999959,Closed Complete,31/07/2023,Not Yet Requested,1
31/07/2023,31/07/2023,22/08/2023,HR Officer #6,OH&S Team,162.8833333,Procurement Specialist #4,SubTask_0238673,,SR_Req_0999959,Closed Complete,22/08/2023,Rejected,17
31/07/2023,31/07/2023,1/08/2023,Procurement Specialist #5,Procurement Operations Team,17.56666667,Procurement Specialist #5,SubTask_0238687,Procurement Specialist #5,SR_Req_0999311,Closed Complete,1/08/2023,Not Yet Requested,2
31/07/2023,31/07/2023,31/07/2023,Procurement Specialist #4,Procurement Operations Team,0.95,Procurement Specialist #4,SubTask_0238816,,SR_Req_1000559,Closed Complete,31/07/2023,Not Yet Requested,1
31/07/2023,31/07/2023,2/08/2023,Procurement Specialist #4,Procurement Operations Team,10.7,Procurement Specialist #4,SubTask_0238849,,SR_Req_1000698,Closed Complete,2/08/2023,Not Yet Requested,3
31/07/2023,31/07/2023,22/08/2023,HR Officer #5,OH&S Team,152.8,Procurement Specialist #4,SubTask_0238850,,SR_Req_1000703,Closed Complete,22/08/2023,Rejected,17
1/08/2023,1/08/2023,3/08/2023,Procurement Specialist #4,Procurement Operations Team,23.43333333,Procurement Specialist #4,SubTask_0238871,,SR_Req_1001296,Closed Complete,3/08/2023,Not Yet Requested,3
1/08/2023,1/08/2023,22/08/2023,HR Officer #5,OH&S Team,150.45,Procurement Specialist #4,SubTask_0238872,,SR_Req_1001296,Closed Complete,22/08/2023,Approved,16
1/08/2023,1/08/2023,23/10/2023,HR Officer #5,OH&S Team,585,HR Officer #5,SubTask_0238874,,SR_Req_1001308,Closed Complete,23/10/2023,Rejected,60
1/08/2023,1/08/2023,2/08/2023,Procurement Specialist #4,Procurement Operations Team,10.31666667,Procurement Specialist #4,SubTask_0238903,,SR_Req_1001405,Closed Complete,2/08/2023,Not Yet Requested,2
1/08/2023,1/08/2023,1/08/2023,Procurement Specialist #5,Procurement Operations Team,2.716666667,Procurement Specialist #5,SubTask_0238914,,SR_Req_1001518,Closed Complete,1/08/2023,Not Yet Requested,1
1/08/2023,1/08/2023,4/08/2023,Procurement Specialist #5,Procurement Operations Team,0.933333333,Procurement Specialist #5,SubTask_0238950,,SR_Req_1001721,Closed Complete,4/08/2023,Not Yet Requested,4
1/08/2023,1/08/2023,25/08/2023,HR Officer #5,OH&S Team,173.3666667,Procurement Specialist #5,SubTask_0238951,,SR_Req_1001721,Closed Complete,25/08/2023,Rejected,19
2/08/2023,2/08/2023,2/08/2023,Category Manager #2,Category Management Team,2.033333333,Procurement Specialist #5,SubTask_0239033,Procurement Specialist #5,SR_Req_1001721,Closed Complete,2/08/2023,Not Yet Requested,1
2/08/2023,2/08/2023,2/08/2023,Category Manager #1,Category Management Team,2.133333333,Procurement Specialist #4,SubTask_0239030,Procurement Specialist #4,SR_Req_1000698,Closed Complete,2/08/2023,Not Yet Requested,1
2/08/2023,2/08/2023,4/08/2023,Procurement Specialist #5,Procurement Operations Team,19.71666667,Procurement Specialist #5,SubTask_0239038,,SR_Req_1002080,Closed Complete,4/08/2023,Not Yet Requested,3
2/08/2023,2/08/2023,3/08/2023,Category Manager #3,Category Management Team,13.11666667,Category Manager #3,SubTask_0239067,Procurement Specialist #5,SR_Req_1002080,Closed Complete,3/08/2023,Not Yet Requested,2
2/08/2023,2/08/2023,3/08/2023,Category Manager #2,Category Management Team,10.91666667,Procurement Specialist #4,SubTask_0239088,Procurement Specialist #4,SR_Req_1001296,Closed Complete,3/08/2023,Not Yet Requested,2
2/08/2023,2/08/2023,3/08/2023,Procurement Specialist #4,Procurement Operations Team,6.15,Procurement Specialist #4,SubTask_0239180,,SR_Req_1002480,Closed Complete,3/08/2023,Not Yet Requested,2
2/08/2023,2/08/2023,4/08/2023,Procurement Specialist #4,Procurement Operations Team,11.61666667,Procurement Specialist #4,SubTask_0239192,,SR_Req_1002632,Closed Complete,4/08/2023,Not Yet Requested,3
2/08/2023,2/08/2023,3/08/2023,Procurement Specialist #4,Procurement Operations Team,8.133333333,Procurement Specialist #4,SubTask_0239193,,SR_Req_1002639,Closed Complete,3/08/2023,Not Yet Requested,2
3/08/2023,3/08/2023,22/08/2023,HR Officer #5,OH&S Team,129.25,Procurement Specialist #4,SubTask_0239222,,SR_Req_1002816,Closed Complete,22/08/2023,Rejected,14
3/08/2023,3/08/2023,23/10/2023,HR Officer #5,OH&S Team,563.7833333,HR Officer #5,SubTask_0239223,,SR_Req_1002830,Closed Complete,23/10/2023,Rejected,58
3/08/2023,3/08/2023,3/08/2023,Category Manager #3,Category Management Team,0.983333333,Category Manager #3,SubTask_0239246,Procurement Specialist #5,SR_Req_0998645,Closed Complete,3/08/2023,Not Yet Requested,1
4/08/2023,4/08/2023,7/08/2023,Procurement Specialist #4,Procurement Operations Team,14.53333333,Procurement Specialist #4,SubTask_0239431,,SR_Req_1003485,Closed Complete,7/08/2023,Not Yet Requested,2
4/08/2023,4/08/2023,4/08/2023,Procurement Specialist #5,Procurement Operations Team,0.183333333,Procurement Specialist #5,SubTask_0239451,,SR_Req_1003634,Closed Complete,4/08/2023,Not Yet Requested,1
6/08/2023,6/08/2023,24/04/2024,HR Officer #6,OH&S Team,1815.816667,HR Officer #6,SubTask_0239521,,SR_Req_1003871,Closed Complete,24/04/2024,Rejected,182
6/08/2023,6/08/2023,28/08/2023,HR Officer #5,OH&S Team,154.2,Procurement Specialist #5,SubTask_0239522,,SR_Req_1003876,Closed Complete,28/08/2023,Rejected,16
7/08/2023,7/08/2023,11/08/2023,Procurement Specialist #5,Procurement Operations Team,17.9,Procurement Specialist #5,SubTask_0239551,,SR_Req_1004005,Closed Complete,11/08/2023,Not Yet Requested,5
7/08/2023,7/08/2023,11/08/2023,Procurement Specialist #5,Procurement Operations Team,17.56666667,Procurement Specialist #5,SubTask_0239557,,SR_Req_1004025,Closed Complete,11/08/2023,Not Yet Requested,5
7/08/2023,7/08/2023,11/08/2023,Category Manager #3,Category Management Team,20.4,Category Manager #3,SubTask_0239575,Procurement Specialist #5,SR_Req_1004025,Closed Complete,11/08/2023,Not Yet Requested,5
7/08/2023,7/08/2023,15/08/2023,Procurement Specialist #3,Procurement Operations Team,60.16666667,Procurement Specialist #3,SubTask_0239585,,SR_Req_1004199,Closed Complete,15/08/2023,Not Yet Requested,7
7/08/2023,7/08/2023,8/08/2023,Procurement Specialist #3,Procurement Operations Team,5.916666667,Procurement Specialist #3,SubTask_0239603,,SR_Req_1004342,Closed Complete,8/08/2023,Not Yet Requested,2
7/08/2023,7/08/2023,8/08/2023,Procurement Specialist #3,Procurement Operations Team,7.5,Procurement Specialist #3,SubTask_0239606,,SR_Req_1004354,Closed Complete,8/08/2023,Not Yet Requested,2
