request_number,department1,opened_date,request_closed,request_state,task_number,department2,task_status,task_closed,approval_status,complexity_risk
SR_Req_1013888,Finance Operations Team,23/08/2023,11/09/2023,Closed Complete,SubTask_0242399,Category Management Team,Closed Complete,31/08/2023,Not Yet Requested,Medium Risk
SR_Req_1017654,Finance Operations Team,29/08/2023,31/08/2023,Closed Complete,SubTask_0242406,OH&S Team,Closed Complete,31/08/2023,Approved,Medium Risk
SR_Req_1017705,Finance Operations Team,29/08/2023,11/09/2023,Closed Complete,SubTask_0242412,Procurement Operations Team,Closed Complete,1/09/2023,Not Yet Requested,High Risk
SR_Req_1017705,Finance Operations Team,29/08/2023,11/09/2023,Closed Complete,SubTask_0242413,OH&S Team,Closed Complete,11/09/2023,Rejected,High Risk
SR_Req_1017764,Finance Operations Team,29/08/2023,12/09/2023,Closed Complete,SubTask_0242414,Procurement Operations Team,Closed Complete,30/08/2023,Not Yet Requested,Medium Risk
SR_Req_1017705,Finance Operations Team,29/08/2023,11/09/2023,Closed Complete,SubTask_0242530,Category Management Team,Closed Complete,30/08/2023,Not Yet Requested,High Risk
SR_Req_1017473,Finance Operations Team,29/08/2023,1/09/2023,Closed Complete,SubTask_0242539,Category Management Team,Closed Complete,30/08/2023,Not Yet Requested,High Risk
SR_Req_1018187,Procurement Operations Team,30/08/2023,31/08/2023,Closed Skipped,SubTask_0242555,Procurement Operations Team,Closed Complete,31/08/2023,Not Yet Requested,Medium Risk
SR_Req_1018318,Finance Operations Team,31/08/2023,15/09/2023,Closed Complete,SubTask_0242581,Procurement Operations Team,Closed Complete,1/09/2023,Not Yet Requested,Medium Risk
SR_Req_1018319,Finance Operations Team,31/08/2023,7/09/2023,Closed Complete,SubTask_0242582,Procurement Operations Team,Closed Complete,31/08/2023,Not Yet Requested,Medium Risk
SR_Req_1018716,Finance Operations Team,31/08/2023,5/09/2023,Closed Complete,SubTask_0242699,Procurement Operations Team,Closed Complete,1/09/2023,Not Yet Requested,Medium Risk
SR_Req_1018777,Finance Operations Team,31/08/2023,8/09/2023,Closed Complete,SubTask_0242706,Procurement Operations Team,Closed Complete,1/09/2023,Not Yet Requested,Medium Risk
SR_Req_1019041,Finance Operations Team,1/09/2023,18/09/2023,Closed Complete,SubTask_0242770,Procurement Operations Team,Closed Complete,1/09/2023,Not Yet Requested,Medium Risk
SR_Req_1019116,Finance Operations Team,1/09/2023,12/09/2023,Closed Complete,SubTask_0242792,Procurement Operations Team,Closed Complete,1/09/2023,Not Yet Requested,Medium Risk
SR_Req_1019160,Finance Operations Team,1/09/2023,13/09/2023,Closed Complete,SubTask_0242815,Procurement Operations Team,Closed Complete,1/09/2023,Not Yet Requested,High Risk
SR_Req_1019160,Finance Operations Team,1/09/2023,13/09/2023,Closed Complete,SubTask_0242816,OH&S Team,Closed Complete,13/09/2023,Rejected,High Risk
SR_Req_1017407,Finance Operations Team,29/08/2023,5/09/2023,Closed Complete,SubTask_0242823,Category Management Team,Closed Complete,1/09/2023,Not Yet Requested,Medium Risk
SR_Req_1019160,Finance Operations Team,1/09/2023,13/09/2023,Closed Complete,SubTask_0242831,Category Management Team,Closed Complete,7/09/2023,Not Yet Requested,High Risk
SR_Req_1019276,Procurement Operations Team,2/09/2023,5/09/2023,Closed Skipped,SubTask_0242849,Procurement Operations Team,Closed Complete,4/09/2023,Not Yet Requested,Medium Risk
SR_Req_1019713,Finance Operations Team,4/09/2023,25/09/2023,Closed Complete,SubTask_0242953,Procurement Operations Team,Closed Complete,18/09/2023,Not Yet Requested,Medium Risk
SR_Req_1019998,Finance Operations Team,5/09/2023,11/09/2023,Closed Complete,SubTask_0243036,OH&S Team,Closed Complete,11/09/2023,Approved,Medium Risk
SR_Req_1020059,Finance Operations Team,5/09/2023,25/09/2023,Closed Complete,SubTask_0243051,Procurement Operations Team,Closed Complete,5/09/2023,Not Yet Requested,Medium Risk
SR_Req_1020065,Finance Operations Team,5/09/2023,22/09/2023,Closed Complete,SubTask_0243054,Procurement Operations Team,Closed Complete,13/09/2023,Not Yet Requested,Medium Risk
SR_Req_1020150,Procurement Operations Team,5/09/2023,8/09/2023,Closed Incomplete,SubTask_0243070,Procurement Operations Team,Closed Complete,5/09/2023,Not Yet Requested,Medium Risk
SR_Req_1020553,Finance Operations Team,5/09/2023,12/09/2023,Closed Complete,SubTask_0243135,OH&S Team,Closed Complete,12/09/2023,Rejected,Medium Risk
SR_Req_1020553,Finance Operations Team,5/09/2023,12/09/2023,Closed Complete,SubTask_0243159,Category Management Team,Closed Complete,6/09/2023,Not Yet Requested,Medium Risk
SR_Req_1020724,Finance Operations Team,6/09/2023,15/09/2023,Closed Complete,SubTask_0243160,Procurement Operations Team,Closed Complete,7/09/2023,Not Yet Requested,Medium Risk
SR_Req_1021062,Finance Operations Team,6/09/2023,12/09/2023,Closed Complete,SubTask_0243202,OH&S Team,Closed Complete,8/09/2023,Rejected,Medium Risk
SR_Req_1021185,Finance Operations Team,6/09/2023,12/10/2023,Closed Complete,SubTask_0243238,Procurement Operations Team,Closed Complete,6/10/2023,Not Yet Requested,Medium Risk
SR_Req_1021062,Finance Operations Team,6/09/2023,12/09/2023,Closed Complete,SubTask_0243247,Category Management Team,Closed Complete,7/09/2023,Not Yet Requested,Medium Risk
SR_Req_1021485,Procurement Operations Team,7/09/2023,13/09/2023,Closed Incomplete,SubTask_0243289,Procurement Operations Team,Closed Complete,13/09/2023,Not Yet Requested,Medium Risk
SR_Req_1020065,Finance Operations Team,5/09/2023,22/09/2023,Closed Complete,SubTask_0243322,Category Management Team,Closed Complete,11/09/2023,Not Yet Requested,Medium Risk
SR_Req_1020059,Finance Operations Team,5/09/2023,25/09/2023,Closed Complete,SubTask_0243349,Category Management Team,Closed Complete,8/09/2023,Not Yet Requested,Medium Risk
SR_Req_1022226,Finance Operations Team,8/09/2023,15/09/2023,Closed Complete,SubTask_0243527,Procurement Operations Team,Closed Complete,8/09/2023,Not Yet Requested,Medium Risk
SR_Req_1022264,Finance Operations Team,8/09/2023,23/10/2023,Closed Incomplete,SubTask_0243535,Procurement Operations Team,Closed Complete,8/09/2023,Not Yet Requested,Medium Risk
SR_Req_1022411,Procurement Operations Team,8/09/2023,22/09/2023,Closed Incomplete,SubTask_0243581,OH&S Team,Open,,Rejected,High Risk
SR_Req_1022411,Procurement Operations Team,8/09/2023,22/09/2023,Closed Incomplete,SubTask_0243580,Procurement Operations Team,Closed Complete,22/09/2023,Not Yet Requested,High Risk
SR_Req_1022512,Finance Operations Team,9/09/2023,25/09/2023,Closed Complete,SubTask_0243612,Procurement Operations Team,Closed Complete,25/09/2023,Not Yet Requested,Medium Risk
SR_Req_1022523,Finance Operations Team,9/09/2023,18/09/2023,Closed Complete,SubTask_0243613,Procurement Operations Team,Closed Complete,12/09/2023,Not Yet Requested,Medium Risk
SR_Req_1022528,Finance Operations Team,10/09/2023,25/09/2023,Closed Complete,SubTask_0243621,Procurement Operations Team,Closed Complete,11/09/2023,Not Yet Requested,Medium Risk
SR_Req_1022547,Finance Operations Team,11/09/2023,5/10/2023,Closed Complete,SubTask_0243622,Procurement Operations Team,Closed Complete,19/09/2023,Not Yet Requested,Medium Risk
SR_Req_1023089,Finance Operations Team,11/09/2023,18/09/2023,Closed Complete,SubTask_0243714,Procurement Operations Team,Closed Complete,15/09/2023,Not Yet Requested,Medium Risk
SR_Req_1023147,Finance Operations Team,11/09/2023,10/10/2023,Closed Complete,SubTask_0243736,Procurement Operations Team,Closed Complete,12/09/2023,Not Yet Requested,Medium Risk
SR_Req_1023247,Finance Operations Team,12/09/2023,18/09/2023,Closed Complete,SubTask_0243748,Procurement Operations Team,Closed Complete,12/09/2023,Not Yet Requested,Medium Risk
SR_Req_1023362,Finance Operations Team,12/09/2023,9/10/2023,Closed Complete,SubTask_0243757,Procurement Operations Team,Closed Complete,12/09/2023,Not Yet Requested,Medium Risk
SR_Req_1022237,Finance Operations Team,8/09/2023,2/10/2023,Closed Complete,SubTask_0243763,Category Management Team,Closed Complete,13/09/2023,Not Yet Requested,Low Risk
SR_Req_1023513,Procurement Operations Team,12/09/2023,12/09/2023,Closed Incomplete,SubTask_0243790,Procurement Operations Team,Closed Complete,12/09/2023,Not Yet Requested,Medium Risk
SR_Req_1023519,Finance Operations Team,12/09/2023,15/09/2023,Closed Complete,SubTask_0243792,Procurement Operations Team,Closed Complete,13/09/2023,Not Yet Requested,Medium Risk
SR_Req_1023609,Finance Operations Team,12/09/2023,15/09/2023,Closed Complete,SubTask_0243804,Procurement Operations Team,Closed Complete,12/09/2023,Not Yet Requested,Medium Risk
SR_Req_1023782,Finance Operations Team,12/09/2023,10/10/2023,Closed Complete,SubTask_0243844,Procurement Operations Team,Closed Complete,4/10/2023,Not Yet Requested,Medium Risk
SR_Req_1024100,Finance Operations Team,13/09/2023,3/10/2023,Closed Complete,SubTask_0243916,Procurement Operations Team,Closed Complete,13/09/2023,Not Yet Requested,Medium Risk
SR_Req_1024260,Finance Operations Team,13/09/2023,22/09/2023,Closed Complete,SubTask_0243994,Procurement Operations Team,Closed Complete,19/09/2023,Not Yet Requested,Medium Risk
SR_Req_1023362,Finance Operations Team,12/09/2023,9/10/2023,Closed Complete,SubTask_0244000,Category Management Team,Closed Complete,3/10/2023,Not Yet Requested,Medium Risk
SR_Req_1024311,Finance Operations Team,13/09/2023,3/10/2023,Closed Complete,SubTask_0244012,Procurement Operations Team,Closed Complete,13/09/2023,Not Yet Requested,Medium Risk
SR_Req_1024845,Procurement Operations Team,14/09/2023,9/11/2023,Closed Incomplete,SubTask_0244151,Procurement Operations Team,Closed Complete,14/09/2023,Not Yet Requested,Medium Risk
SR_Req_1024845,Procurement Operations Team,14/09/2023,9/11/2023,Closed Incomplete,SubTask_0244259,Category Management Team,Closed Complete,9/11/2023,Not Yet Requested,Medium Risk
SR_Req_1025055,Finance Operations Team,14/09/2023,22/09/2023,Closed Complete,SubTask_0244270,Procurement Operations Team,Closed Complete,18/09/2023,Not Yet Requested,Medium Risk
SR_Req_1025331,Finance Operations Team,15/09/2023,22/09/2023,Closed Complete,SubTask_0244390,OH&S Team,Closed Complete,22/09/2023,Not Yet Requested,Medium Risk
SR_Req_1025817,Finance Operations Team,18/09/2023,25/09/2023,Closed Complete,SubTask_0244537,Procurement Operations Team,Closed Complete,20/09/2023,Not Yet Requested,Medium Risk
SR_Req_1025055,Finance Operations Team,14/09/2023,22/09/2023,Closed Complete,SubTask_0244536,Procurement Operations Team,Closed Complete,18/09/2023,Not Yet Requested,Medium Risk
SR_Req_1025982,Finance Operations Team,18/09/2023,10/10/2023,Closed Complete,SubTask_0244629,Procurement Operations Team,Closed Complete,21/09/2023,Not Yet Requested,Medium Risk
SR_Req_1026197,Finance Operations Team,18/09/2023,5/10/2023,Closed Complete,SubTask_0244650,Procurement Operations Team,Closed Complete,18/09/2023,Not Yet Requested,Medium Risk
SR_Req_1026897,Finance Operations Team,19/09/2023,13/10/2023,Closed Complete,SubTask_0244804,Procurement Operations Team,Closed Complete,28/09/2023,Not Yet Requested,High Risk
SR_Req_1026897,Finance Operations Team,19/09/2023,13/10/2023,Closed Complete,SubTask_0244805,OH&S Team,Closed Complete,11/10/2023,Rejected,High Risk
SR_Req_1025982,Finance Operations Team,18/09/2023,10/10/2023,Closed Complete,SubTask_0244826,Category Management Team,Closed Complete,21/09/2023,Not Yet Requested,Medium Risk
SR_Req_1027042,Finance Operations Team,19/09/2023,11/10/2023,Closed Complete,SubTask_0244842,Procurement Operations Team,Closed Complete,21/09/2023,Not Yet Requested,Medium Risk
SR_Req_1027166,Finance Operations Team,20/09/2023,9/10/2023,Closed Complete,SubTask_0244876,Procurement Operations Team,Closed Complete,9/10/2023,Not Yet Requested,Medium Risk
SR_Req_1027426,Finance Operations Team,20/09/2023,25/09/2023,Closed Complete,SubTask_0244920,Procurement Operations Team,Closed Complete,20/09/2023,Not Yet Requested,Medium Risk
SR_Req_1027427,Finance Operations Team,20/09/2023,25/09/2023,Closed Complete,SubTask_0244921,Procurement Operations Team,Closed Complete,21/09/2023,Not Yet Requested,Medium Risk
SR_Req_1027528,Procurement Operations Team,20/09/2023,21/09/2023,Closed Skipped,SubTask_0244964,OH&S Team,Closed Complete,23/10/2023,Rejected,Medium Risk
SR_Req_1027543,Finance Operations Team,20/09/2023,5/10/2023,Closed Complete,SubTask_0244972,Procurement Operations Team,Closed Complete,21/09/2023,Not Yet Requested,Medium Risk
SR_Req_1027558,Finance Operations Team,20/09/2023,3/10/2023,Closed Complete,SubTask_0244980,OH&S Team,Closed Complete,3/10/2023,Not Yet Requested,Medium Risk
SR_Req_1027715,Finance Operations Team,21/09/2023,2/10/2023,Closed Complete,SubTask_0245020,Procurement Operations Team,Closed Complete,21/09/2023,Not Yet Requested,Medium Risk
SR_Req_1028059,Finance Operations Team,21/09/2023,28/09/2023,Closed Complete,SubTask_0245117,Procurement Operations Team,Closed Complete,21/09/2023,Not Yet Requested,Medium Risk
SR_Req_1027042,Finance Operations Team,19/09/2023,11/10/2023,Closed Complete,SubTask_0245136,Category Management Team,Closed Complete,26/09/2023,Not Yet Requested,Medium Risk
SR_Req_1028428,Finance Operations Team,22/09/2023,2/10/2023,Closed Complete,SubTask_0245226,Procurement Operations Team,Closed Complete,25/09/2023,Not Yet Requested,Medium Risk
SR_Req_1028668,Finance Operations Team,22/09/2023,2/10/2023,Closed Complete,SubTask_0245269,Procurement Operations Team,Closed Complete,22/09/2023,Not Yet Requested,Medium Risk
SR_Req_1029160,Finance Operations Team,25/09/2023,11/10/2023,Closed Complete,SubTask_0245441,Procurement Operations Team,Closed Complete,25/09/2023,Not Yet Requested,Medium Risk
SR_Req_1029326,Finance Operations Team,25/09/2023,2/10/2023,Closed Complete,SubTask_0245479,Procurement Operations Team,Closed Complete,28/09/2023,Not Yet Requested,High Risk
SR_Req_1029326,Finance Operations Team,25/09/2023,2/10/2023,Closed Complete,SubTask_0245480,OH&S Team,Closed Complete,28/09/2023,Rejected,High Risk
SR_Req_1029458,Procurement Operations Team,25/09/2023,20/10/2023,Closed Incomplete,SubTask_0245505,Procurement Operations Team,Closed Complete,6/10/2023,Not Yet Requested,Medium Risk
SR_Req_1029500,Finance Operations Team,26/09/2023,10/10/2023,Closed Complete,SubTask_0245523,Procurement Operations Team,Closed Complete,27/09/2023,Not Yet Requested,Medium Risk
SR_Req_1029781,Finance Operations Team,26/09/2023,3/10/2023,Closed Complete,SubTask_0245591,OH&S Team,Closed Complete,3/10/2023,Rejected,Medium Risk
SR_Req_1029933,Procurement Operations Team,26/09/2023,2/10/2023,Closed Incomplete,SubTask_0245622,Procurement Operations Team,Closed Complete,2/10/2023,Not Yet Requested,Medium Risk
SR_Req_1030085,Finance Operations Team,27/09/2023,3/10/2023,Closed Complete,SubTask_0245650,Procurement Operations Team,Closed Complete,27/09/2023,Not Yet Requested,Medium Risk
SR_Req_1030165,Finance Operations Team,27/09/2023,5/10/2023,Closed Complete,SubTask_0245675,Procurement Operations Team,Closed Complete,3/10/2023,Not Yet Requested,Medium Risk
SR_Req_1030235,Procurement Operations Team,27/09/2023,27/09/2023,Closed Skipped,SubTask_0245697,Procurement Operations Team,Closed Complete,27/09/2023,Not Yet Requested,Medium Risk
SR_Req_1030325,Finance Operations Team,27/09/2023,2/10/2023,Closed Complete,SubTask_0245742,Procurement Operations Team,Closed Complete,27/09/2023,Not Yet Requested,Medium Risk
SR_Req_1030426,Finance Operations Team,27/09/2023,10/10/2023,Closed Complete,SubTask_0245749,Procurement Operations Team,Closed Complete,6/10/2023,Not Yet Requested,Medium Risk
SR_Req_1030595,Finance Operations Team,27/09/2023,5/10/2023,Closed Complete,SubTask_0245770,Procurement Operations Team,Closed Complete,28/09/2023,Not Yet Requested,Medium Risk
SR_Req_1030601,Finance Operations Team,27/09/2023,5/10/2023,Closed Complete,SubTask_0245773,Procurement Operations Team,Closed Complete,28/09/2023,Not Yet Requested,Medium Risk
SR_Req_1030673,Finance Operations Team,28/09/2023,3/10/2023,Closed Complete,SubTask_0245774,Procurement Operations Team,Closed Complete,28/09/2023,Not Yet Requested,Medium Risk
SR_Req_1030696,Finance Operations Team,28/09/2023,5/10/2023,Closed Complete,SubTask_0245804,Procurement Operations Team,Closed Complete,2/10/2023,Not Yet Requested,Medium Risk
SR_Req_1030881,Procurement Operations Team,28/09/2023,28/09/2023,Closed Complete,SubTask_0245888,Procurement Operations Team,Closed Complete,28/09/2023,Not Yet Requested,Medium Risk
SR_Req_1030897,Finance Operations Team,28/09/2023,9/10/2023,Closed Complete,SubTask_0245908,Procurement Operations Team,Closed Complete,4/10/2023,Not Yet Requested,Medium Risk
SR_Req_1030942,Finance Operations Team,28/09/2023,3/10/2023,Closed Complete,SubTask_0245915,Procurement Operations Team,Closed Complete,28/09/2023,Not Yet Requested,Medium Risk
SR_Req_1031053,Procurement Operations Team,28/09/2023,2/10/2023,Closed Incomplete,SubTask_0245929,Procurement Operations Team,Closed Complete,28/09/2023,Not Yet Requested,Medium Risk
SR_Req_1031116,Finance Operations Team,28/09/2023,19/10/2023,Closed Complete,SubTask_0245977,Procurement Operations Team,Closed Complete,2/10/2023,Not Yet Requested,Medium Risk
SR_Req_1031125,Finance Operations Team,28/09/2023,5/10/2023,Closed Complete,SubTask_0245980,Procurement Operations Team,Closed Complete,28/09/2023,Not Yet Requested,Medium Risk
SR_Req_1031186,Finance Operations Team,28/09/2023,10/10/2023,Closed Complete,SubTask_0246000,Procurement Operations Team,Closed Complete,6/10/2023,Not Yet Requested,Medium Risk
SR_Req_1031190,Finance Operations Team,28/09/2023,11/10/2023,Closed Complete,SubTask_0246001,Procurement Operations Team,Closed Complete,6/10/2023,Not Yet Requested,Medium Risk
